"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13570","","","","0"
"2018","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13595","","","","0"
"2019","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13618","","","","0"
"2020","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13623","","","","0"
"2021","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13813","","","","0"
"2022","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13782","","","","0"
"2023","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13789","","","","0"
"2024","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13765","","","","0"
"2025","Portage la Prairie (CA), Manitoba","2021S0504607","Total - gender","All ages","Persons","249","units","0","v1589899767","117.1.1","13921","","","","0"
"2015","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","52494","","","","0"
"2016","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","53279","","","","0"
"2017","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","54154","","","","0"
"2018","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","54689","","","","0"
"2019","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","55465","","","","0"
"2020","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","55816","","","","0"
"2021","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","55877","","","","0"
"2022","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","57004","","","","0"
"2023","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","59119","","","","0"
"2024","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","61665","","","","0"
"2025","Brandon (CA), Manitoba","2021S0504610","Total - gender","All ages","Persons","249","units","0","v1589900112","118.1.1","62723","","","","0"
"2015","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","13807","","","","0"
"2016","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","14064","","","","0"
"2017","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","14167","","","","0"
"2018","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","14023","","","","0"
"2019","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","13691","","","","0"
"2020","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","13408","","","","0"
"2021","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","13459","","","","0"
"2022","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","13435","","","","0"
"2023","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","13282","","","","0"
"2024","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","13138","","","","0"
"2025","Thompson (CA), Manitoba","2021S0504640","Total - gender","All ages","Persons","249","units","0","v1589900457","119.1.1","13065","","","","0"
"2015","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20248","","","","0"
"2016","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20420","","","","0"
"2017","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20503","","","","0"
"2018","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20548","","","","0"
"2019","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20626","","","","0"
"2020","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20367","","","","0"
"2021","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20385","","","","0"
"2022","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20339","","","","0"
"2023","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","20637","","","","0"
"2024","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","21230","","","","0"
"2025","Yorkton (CA), Saskatchewan","2021S0504710","Total - gender","All ages","Persons","249","units","0","v1589902527","120.1.1","21562","","","","0"
"2015","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","35705","","","","0"
"2016","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","36046","","","","0"
"2017","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","36266","","","","0"
"2018","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","36450","","","","0"
"2019","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","36226","","","","0"
"2020","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","35993","","","","0"
"2021","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","35791","","","","0"
"2022","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","35997","","","","0"
"2023","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","36773","","","","0"
"2024","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","37500","","","","0"
"2025","Moose Jaw (CA), Saskatchewan","2021S0504715","Total - gender","All ages","Persons","249","units","0","v1589902872","121.1.1","37434","","","","0"
"2015","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","18804","","","","0"
"2016","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","19014","","","","0"
"2017","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","19189","","","","0"
"2018","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","19300","","","","0"
"2019","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","19362","","","","0"
"2020","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","19259","","","","0"
"2021","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","19279","","","","0"
"2022","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","19390","","","","0"
"2023","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","19577","","","","0"
"2024","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","20037","","","","0"
"2025","Swift Current (CA), Saskatchewan","2021S0504720","Total - gender","All ages","Persons","249","units","0","v1589903217","122.1.1","20312","","","","0"
"2015","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","20311","","","","0"
"2016","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","20533","","","","0"
"2017","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","20476","","","","0"
"2018","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","20306","","","","0"
"2019","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","20090","","","","0"
"2020","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","19889","","","","0"
"2021","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","19886","","","","0"
"2022","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","19836","","","","0"
"2023","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","19850","","","","0"
"2024","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","20340","","","","0"
"2025","North Battleford (CA), Saskatchewan","2021S0504735","Total - gender","All ages","Persons","249","units","0","v1589903907","123.1.1","20772","","","","0"
"2015","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","45238","","","","0"
"2016","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","45591","","","","0"
"2017","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","46233","","","","0"
"2018","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","46473","","","","0"
"2019","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","46966","","","","0"
"2020","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","47055","","","","0"
"2021","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","47084","","","","0"
"2022","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","46934","","","","0"
"2023","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","47229","","","","0"
"2024","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","48306","","","","0"
"2025","Prince Albert (CA), Saskatchewan","2021S0504745","Total - gender","All ages","Persons","249","units","0","v1589904252","124.1.1","48655","","","","0"
"2015","Estevan (CA), Saskatchewan","2021S0504750","Total - gender","All ages","Persons","249","units","0","v1589904597","125.1.1","14069","","","","0"
"2016","Estevan (CA), Saskatchewan","2021S0504750","Total - gender","All ages","Persons","249","units","0","v1589904597","125.1.1","13970","","","","0"
"2017","Estevan (CA), Saskatchewan","2021S0504750","Total - gender","All ages","Persons","249","units","0","v1589904597","125.1.1","13736","","","","0"
"2018","Estevan (CA), Saskatchewan","2021S0504750","Total - gender","All ages","Persons","249","units","0","v1589904597","125.1.1","13610","","","","0"
